"Датум","Цена на последна трансакција","Мак.","Мин.","Просечна цена","%пром.","Количина","Промет во БЕСТ во денари","Вкупен промет во денари"
"05.11.2024","","","","","","0","0","0"
"06.11.2024","","","","","","0","0","0"
"07.11.2024","","","","","","0","0","0"
"08.11.2024","","","","","","0","0","0"
"11.11.2024","","","","","","0","0","3.075.000"
"12.11.2024","","","","","","0","0","0"
"13.11.2024","","","","","","0","0","0"
"14.11.2024","","","","","","0","0","0"
